name,brand,cpu_name,cpu_brand,cpu_core_num,cpu_thread_num,gpu,Intel_gpu,AMD_gpu,NVIDIA_gpu,weight,battery,monitor_size,monitor_resolution_x,monitor_resolution_y,monitor_panel,monitor_display,monitor_torch_screen,monitor_blue_light_filter,monitor_LED_backlit,monitor_anti_glare,monitor_sRGB,monitor_refresh_rate,connection_type_c,connection_usb_a,connection_thunderbolt,ram_capacity,ram_type,ram_speed,HDD_capacity,SSD_capacity,price
HP Pavilion 14 x360 (Intel Gen 11) (2H3N6PA),HP,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.61,43.0,14.0,1920.0,1080.0,IPS,Glossy,0,0,0,0,,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,19190000.0
ThinkPad E15 Gen 3 AMD (Chính hãng) (20YG00AJVA),Lenovo,AMD Ryzen 5 5500U,AMD,6.0,12.0,Radeon Graphics,0.0,1.0,0.0,1.7,45.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,19300000.0
Dell Inspiron 16 5625 AMD (Chính hãng) (99VP91),Dell,AMD Ryzen 7 5825U,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,1.92,54.0,16.0,1920.0,1200.0,WVA,,0,0,0,0,,,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,19490000.0
Acer Swift 3 13 (Chính hãng - Intel Gen 11) (NX.A4JSV.002),Acer,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.19,56.0,13.0,2256.0,1504.0,IPS,Matte,0,0,0,0,90.0,60.0,1.0,2.0,1,8.0,LPDDR4x,3733.0,0.0,512.0,19490000.0
ASUS VivoBook 15 X515 (Intel Gen 11) (X515EP-EJ448W),Asus,Intel Core i7 1165G7,Intel,4.0,8.0,NVIDIA GeForce MX330,0.0,0.0,1.0,1.8,65.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,60.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,19490000.0
GIGABYTE G5 Gaming Laptop (GD-51S1223SH),GIGABYTE,Intel Core i5 11400H,Intel,8.0,12.0,"Intel UHD Graphics, RTX 3050",1.0,0.0,0.0,2.2,48.0,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,,144.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,512.0,19699000.0
HP Laptop 15-dy2052MS,HP,Intel Core i5-1135G7,Intel,4.0,8.0,Intel® Iris® Xᵉ Graphics,1.0,0.0,0.0,1.69,41.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,,1.0,2.0,0,12.0,,3200.0,0.0,256.0,19790000.0
Asus Vivobook S15 S533 (Intel Gen 11) (S533EA-BN115T),Asus,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.8,50.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,64.0,60.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,19790000.0
Dell Gaming G15 5515 Ryzen Edition (Chính Hãng) (P105F004DGR),Dell,AMD Ryzen 5 5600H,AMD,6.0,12.0,"Radeon™ Graphics, GeForce RTX 3050",0.0,1.0,1.0,2.8,56.0,15.6,1920.0,1080.0,WVA,,0,0,0,0,65.0,120.0,1.0,2.0,1,16.0,,3200.0,0.0,512.0,19790000.0
HP 15s-fq5104TU (6K7E4PA),HP,Intel Core i7 1255U,Intel,10.0,12.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.69,41.0,15.6,1366.0,768.0,IPS,,0,0,1,0,65.0,,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,19890000.0
ThinkPad E14 Gen 4 (Intel),Lenovo,Intel Core i5- 1240P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.59,45.0,14.0,1920.0,1080.0,IPS,,0,0,0,1,,,1.0,1.0,1,8.0,DDR4,3200.0,0.0,512.0,19990000.0
Lenovo ThinkPad X1 Carbon Gen 8 (20U9001PUS),Lenovo,Intel Core i5 10310U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,1.09,51.0,14.0,1920.0,1080.0,IPS,Matte,1,0,0,0,92.0,60.0,2.0,2.0,1,16.0,LPDDR3,2133.0,0.0,256.0,19990000.0
GIGABYTE G5 Gaming Laptop (MD-51S1123SO),GIGABYTE,Intel Core i5 11400H,Intel,6.0,12.0,"UHD Graphics, GeForce RTX™ 3050Ti",1.0,0.0,1.0,2.2,48.96,15.6,1920.0,1080.0,IPS,,0,0,0,0,100.0,144.0,1.0,3.0,0,16.0,,,0.0,512.0,19990000.0
Dell Inspiron 14 5410 (Chính hãng) (P143G001BSL),Dell,Intel Core i5-11320H,Intel,4.0,8.0,Iris XE,0.0,0.0,0.0,1.45,54.0,14.0,1920.0,1080.0,WVA,,0,0,0,0,,60.0,1.0,0.0,0,8.0,DDR4,3200.0,0.0,512.0,19990000.0
ASUS TUF Gaming F15 2021 (Chính hãng) (FX506HC-HN139T),Asus,Intel Core i5-11400H,Intel,6.0,12.0,"Intel® Core™ UHD Graphics, GeForce RTX™ 3050",1.0,0.0,1.0,2.3,48.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,2933.0,0.0,512.0,19990000.0
ASUS VivoBook A1503 (A1503ZA-L1422W),Asus,Intel Core i5-12500H,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.7,70.0,15.6,1920.0,1080.0,OLED,,0,0,0,0,,,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,19990000.0
Dell Inspiron 13 5320 (Intel Gen 12th),Dell,Intel Core i5-1240P,Intel,10.0,12.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,1.25,54.0,13.3,2560.0,1600.0,WVA,,0,0,0,0,,60.0,2.0,1.0,1,16.0,LPDDR5,5800.0,0.0,512.0,19990000.0
ASUS VivoBook A1403 (Intel Gen 12th) (A1403ZA-KM161W),Asus,Intel Core i5-12500H,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.6,70.0,14.0,2880.0,1800.0,OLED,,0,0,0,0,,90.0,3.0,1.0,0,8.0,DDR4,3200.0,0.0,256.0,19990000.0
Dell Inspiron 14 5402,Dell,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris XE,1.0,0.0,0.0,1.4,40.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,64.0,60.0,1.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,19990000.0
Dell Inspiron 14 7415 2 in 1,Dell,AMD Ryzen 5500U,AMD,6.0,12.0,AMD Radeon Graphics,0.0,1.0,0.0,1.65,54.0,14.0,1920.0,1080.0,IPS,,1,0,0,0,65.0,60.0,2.0,2.0,0,8.0,DDR4,3200.0,0.0,256.0,19990000.0
MSI Modern 14 B10 (647VN),MSI,Intel Core i710510U,Intel,4.0,8.0,Intel UHD Graphics,1.0,0.0,0.0,,39.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,19990000.0
Dell Latitude 5300 (LAT0026952R0002128-SA),Dell,Intel Core i7 8665U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,1.24,42.0,13.0,1920.0,1080.0,IPS,Matte,0,0,0,0,95.0,60.0,1.0,2.0,1,16.0,DDR4,2400.0,0.0,256.0,19990000.0
Lenovo ThinkPad P14s,Lenovo,Intel Core i7 10510U,Intel,4.0,8.0,"Intel UHD 620, Nvidia Quadro P500",1.0,0.0,0.0,1.47,50.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,64.0,60.0,2.0,2.0,1,32.0,DDR4,2666.0,0.0,1024.0,19990000.0
Dell XPS 13 9370,Dell,Intel Core i5 8350U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,1.27,52.0,13.3,1920.0,1080.0,IPS,Glossy,0,0,0,0,98.0,60.0,3.0,0.0,1,16.0,LPDDR3,2133.0,0.0,256.0,19990000.0
Asus Vivobook Flip 14 TM420 (TM420IA-EC227T),Asus,AMD Ryzen 7 4700U,AMD,8.0,8.0,AMD Radeon Graphics,0.0,1.0,0.0,,42.0,14.0,1920.0,1080.0,IPS,Glossy,1,0,0,0,,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,19990000.0
Lenovo IdeaPad 5 15 AMD (Chính hãng) (82LN00CDVN),Lenovo,AMD Ryzen 7 5700U,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,1.66,45.0,15.0,1920.0,1080.0,IPS,,0,0,0,0,,,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,19990000.0
ASUS TUF Gaming F15 2021 (Chính hãng) (FX506HC-HN1138W),Asus,Intel Core i5-11400H,Intel,6.0,12.0,"Intel® Core™ UHD Graphics, GeForce RTX™ 3050",1.0,0.0,1.0,2.3,48.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,20190000.0
Dell Inspiron 15 3505 (Chính hãng) (Y1N1T5),Dell,AMD Ryzen 5 3500U,AMD,4.0,8.0,Radeon Vega 8 Graphics,0.0,1.0,0.0,1.8,42.0,15.6,1920.0,1080.0,WVA,,0,0,0,0,,60.0,0.0,2.0,0,8.0,,2400.0,0.0,512.0,20290000.0
Dell Vostro 13 5301 (C4VV92),Dell,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.16,40.0,13.0,1920.0,1080.0,IPS,Matte,0,0,0,0,95.0,60.0,1.0,2.0,0,8.0,,4266.0,0.0,512.0,20390000.0
MSI GF63 Thin Intel Gen 11 (664VN),MSI,Intel® Core i5 11400H,Intel,6.0,12.0,"Intel® Iris® Xe Graphic, NVIDIA GeForce GTX 1650 Max-Q",1.0,0.0,1.0,1.86,51.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,144.0,1.0,2.0,0,8.0,,3200.0,0.0,512.0,20490000.0
"Apple Macbook Air (M1, Late 2020 - Apple Silicon)",Apple,Apple M1,Apple,8.0,8.0,Apple GPU,0.0,0.0,0.0,1.3,49.0,13.0,2560.0,1600.0,Retina,Glossy,0,0,0,0,98.0,60.0,2.0,0.0,1,8.0,,,0.0,256.0,20690000.0
"Apple Macbook Air (M1, Late 2020 - Apple Silicon) (MGN63LLA)",Apple,Apple Apple M1,Apple,8.0,8.0,Apple GPU,0.0,0.0,0.0,1.3,49.0,13.0,2560.0,1600.0,Retina,Glossy,0,0,0,0,98.0,60.0,2.0,0.0,1,8.0,,,0.0,256.0,20690000.0
Asus Zenbook Flip 13 UX363 OLED (UX363EA-HP726W),HP,Intel Core i5-1135G7,Intel,4.0,8.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,1.3,67.0,13.3,1920.0,1080.0,OLED,,0,0,0,0,,60.0,2.0,1.0,1,8.0,LPDDR4x,4266.0,0.0,512.0,20790000.0
HP ProBook 455 G7 (Chính hãng) (1A1B1PA),HP,AMD Ryzen 7 4700U,AMD,8.0,8.0,Radeon Graphics,0.0,1.0,0.0,2.0,45.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,60.0,60.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,20790000.0
Asus Vivobook 15 Pro OLED (M3500QC-L1105T),Asus,AMD Ryzen 5 5600H,AMD,6.0,12.0,"AMD Radeon Graphics, Nvidia RTX 3050",0.0,1.0,0.0,,63.0,15.6,1920.0,1080.0,OLED,Matte,0,0,0,0,,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,20990000.0
Lenovo ThinkPad T14s Gen 2 (AMD),Lenovo,AMD AMD Ryzen 5 PRO 5650U,AMD,6.0,12.0,AMD Radeon Graphics,0.0,1.0,0.0,1.51,57.0,14.0,1920.0,1080.0,IPS,,0,0,0,1,100.0,,2.0,2.0,0,16.0,,4266.0,0.0,256.0,20990000.0
Acer TravelMate P2,Acer,Intel Core i5-10210U,Intel,4.0,8.0,Intel UHD Graphics,1.0,0.0,0.0,1.6,45.0,14.0,1920.0,1080.0,,,0,0,0,1,,,1.0,4.0,0,8.0,DDR4,3200.0,0.0,256.0,20990000.0
MSI Modern 15 B12M (Iris Xe Graphics),MSI,Intel Core i7 1255U,Intel,10.0,12.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.7,39.3,15.6,1920.0,1080.0,IPS,,0,0,0,0,,60.0,1.0,1.0,0,16.0,DDR4,3200.0,0.0,512.0,20990000.0
MSI GF63 Thin Intel Gen 11 (662VN),MSI,Intel® Core i7-11800H,Intel,8.0,16.0,"Intel® Iris® Xe Graphic, NVIDIA® GeForce® GTX 1650 Max-Q",1.0,0.0,1.0,1.86,51.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,144.0,1.0,2.0,0,8.0,,3200.0,0.0,512.0,20990000.0
Acer Swift 3 14 Intel gen 11 (Chính hãng) (SF314-511-56G1),Acer,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,,42.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,65.0,60.0,1.0,3.0,1,16.0,LPDDR4x,4266.0,0.0,512.0,20990000.0
Acer Aspire 7 Gaming AMD (Chính hãng) (A715-42G-R1SB),Acer,AMD Ryzen 5 5500U,AMD,6.0,12.0,"AMD Radeon Graphics, Nvidia GTX1650",0.0,1.0,0.0,,48.0,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,65.0,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,256.0,20990000.0
MSI GF63 Thin (Chính hãng) (468VN),MSI,Intel Core i5-10500H,Intel,6.0,12.0,"Core UHD, GeForce GTX 1650 MaxQ",1.0,0.0,1.0,1.86,51.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,65.0,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,20990000.0
Lenovo IdeaPad Gaming 3 Intel (Chính hãng) (81Y400X0VN),Lenovo,Intel Core i5 10300H,Intel,4.0,8.0,Intel UHD 630,1.0,0.0,0.0,2.2,45.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,,60.0,1.0,2.0,0,8.0,DDR4,2933.0,0.0,512.0,20990000.0
ASUS Vivobook 15 M513 OLED (M513UA-L1240T),Asus,AMD AMD Ryzen 7-5700U,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,,42.0,15.6,1920.0,1080.0,OLED,,0,0,0,1,100.0,60.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,20990000.0
Dell Inspiron 15 5510,Dell,Intel Core i5 11320H,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.75,,15.6,1920.0,1080.0,WVA,,0,0,0,0,65.0,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,256.0,20990000.0
Lenovo Yoga Duet 7 (82AS009AVN),Lenovo,Intel Core i5 10210U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,0.8,42.0,13.0,2160.0,1350.0,IPS,Glossy,0,0,0,0,100.0,60.0,3.0,0.0,0,8.0,DDR4,2666.0,0.0,512.0,21190000.0
Acer Swift 3X (Chính hãng) (NX.A10SV.004),Acer,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe Max,1.0,0.0,0.0,1.36,58.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,0.0,60.0,1.0,2.0,1,8.0,LPDDR4x,3733.0,0.0,512.0,21290000.0
ASUS TUF Gaming FX706H (FX706HCB-HX105W),Asus,Intel Core i5-11400H,Intel,6.0,12.0,"UHD Graphics, Geforce RTX 3050",1.0,0.0,0.0,2.3,48.0,17.3,1920.0,1080.0,IPS,,0,0,0,0,62.5,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,21390000.0
Acer Nitro 5 15 Intel Gen 11,Acer,Intel 11400H,Intel,6.0,12.0,"Intel® Core™ UHD, Geforce GTX 1650",1.0,0.0,0.0,2.2,57.5,15.6,1920.0,1080.0,IPS,,0,0,0,1,,144.0,0.0,3.0,0,8.0,,3200.0,0.0,256.0,21490000.0
Lenovo IdeaPad 5 15 (Chính hãng - Intel gen 11) (82FG01HPVN),Lenovo,Intel Core i5-1135G7,Intel,4.0,8.0,Iris XE,0.0,0.0,0.0,1.66,45.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,65.0,60.0,1.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,21490000.0
Dell Inspiron 15 7501 (Nhập khẩu),Dell,Intel Core i5 10300H,Intel,4.0,8.0,Intel UHD 630,1.0,0.0,0.0,1.9,56.0,15.6,1920.0,1080.0,WVA,Matte,0,0,0,0,100.0,60.0,1.0,2.0,1,8.0,DDR4,2933.0,0.0,256.0,21490000.0
Lenovo Yoga 6 Ice Blue,Lenovo,AMD Ryzen 7 5700U,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,1.37,59.0,13.3,1920.0,1200.0,IPS,,0,0,0,1,100.0,,2.0,1.0,0,16.0,,4266.0,0.0,512.0,21490000.0
Lenovo Ideapad 5 Pro 16 AMD (Chính hãng) (82L500WKVN),Lenovo,AMD Ryzen 5 5600H,AMD,6.0,12.0,GeForce GTX 1650,0.0,0.0,1.0,1.9,75.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,100.0,120.0,1.0,2.0,1,16.0,DDR4,3200.0,0.0,512.0,21590000.0
Dell Inspiron 5406 2-in-1 (70232602),Dell,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.72,40.0,14.0,1920.0,1080.0,IPS,Glossy,1,0,0,0,64.0,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,21590000.0
HP Pavilion 14 x360 (Intel Gen 11) (2H3N7PA),HP,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.61,43.0,14.0,1920.0,1080.0,IPS,Glossy,0,0,0,0,,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,21690000.0
Dell Inspiron 5402 Intel (Chính Hãng) ( GVCNH2),Dell,Intel Core i5 1135G7,Intel,4.0,8.0,"Intel Iris XE, Nvidia MX 330",1.0,0.0,0.0,,53.0,14.0,1920.0,1080.0,WVA,Matte,0,0,0,0,,60.0,1.0,2.0,0,4.0,,3200.0,0.0,256.0,21690000.0
Asus Zenbook Flip 13 UX363 OLED (UX363EA-HP532T),HP,Intel Core i5 1135G7,Intel,4.0,8.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,1.3,67.0,13.3,1920.0,1080.0,OLED,,0,0,0,0,,60.0,2.0,1.0,1,8.0,,4266.0,0.0,512.0,21890000.0
Dell Vostro 5510,Dell,Intel Core i5 11320H,Intel,4.0,8.0,NVIDIA Geforce MX450 2GB,0.0,0.0,1.0,1.63,54.0,15.0,,,IPS,,0,0,0,0,,,1.0,3.0,1,8.0,DDR4,3200.0,0.0,256.0,21990000.0
Dell Inspiron 16 7620 2in1,Dell,Intel Core i5 1235U,Intel,10.0,12.0,Intel Iris Xe Graphics,1.0,0.0,0.0,2.19,87.0,16.0,1080.0,2160.0,WVA,,1,0,0,1,,60.0,2.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,21990000.0
Apple Macbook Air 2020,Apple,Intel Core i5,Intel,4.0,8.0,Intel Iris Plus G4,1.0,0.0,0.0,1.3,49.0,13.3,2560.0,1600.0,Retina,Glossy,0,0,0,0,98.0,60.0,2.0,0.0,1,8.0,,3733.0,0.0,256.0,21990000.0
ASUS TUF Gaming A15 (2022),Asus,AMD AMD Ryzen 7 6800HS,AMD,8.0,16.0,NVIDIA GeForce RTX 3050 Ti,0.0,0.0,1.0,2.2,56.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,62.5,144.0,2.0,2.0,0,8.0,DDR5,4800.0,0.0,512.0,21990000.0
Acer Nitro 5 Tiger (Intel Gen 12th),Acer,Intel Core i5-12500H,Intel,12.0,16.0,NVIDIA Geforce RTX 3050 Ti,0.0,0.0,1.0,2.5,57.5,15.6,1920.0,1080.0,IPS,,0,0,0,1,,144.0,1.0,2.0,1,16.0,DDR4,3200.0,0.0,512.0,21990000.0
Asus Vivobook S Flip OLED (TN3402QA-LZ027W),Asus,AMD Ryzen 7-5800H,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,1.5,50.0,14.0,1920.0,1200.0,IPS,,1,0,0,1,,,1.0,1.0,0,16.0,DDR4,,0.0,512.0,21990000.0
"Surface Laptop 2 13.5""",Microsoft,Intel Core i5 8250U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,1.25,45.0,13.0,2256.0,1504.0,IPS,Glossy,1,0,0,0,90.0,60.0,0.0,1.0,0,8.0,LPDDR3,2133.0,0.0,256.0,21990000.0
Lenovo Ideapad Slim 7 Pro 14IHU5 (Yoga Slim 7 Pro),Lenovo,Intel Core i7 11370H,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.38,61.0,14.0,2880.0,1800.0,IPS,Glossy,1,0,0,0,,90.0,2.0,1.0,0,16.0,,4266.0,0.0,256.0,21990000.0
Dell Inspiron 15 5518,Dell,Intel Core i5-11320H,Intel,4.0,8.0,"Intel® Iris® Xe Graphics, NVIDIA GeForce MX450",1.0,0.0,1.0,1.75,54.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,,1.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,21990000.0
Lenovo ThinkPad X1 Carbon Gen 8,Lenovo,Intel Core i7 10610U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,1.09,51.0,14.0,1920.0,1080.0,IPS,Matte,1,0,0,0,92.0,60.0,2.0,2.0,1,16.0,LPDDR3,2133.0,0.0,512.0,21990000.0
Lenovo IdeaPad Gaming 3 AMD (Chính hãng) (82K201BCVN),Lenovo,AMD Ryzen 5 5600H,AMD,6.0,12.0,NVIDIA GeForce GTX 1650 4GB GDDR6,0.0,0.0,1.0,2.25,45.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,120.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,256.0,21990000.0
Lenovo IdeaPad 5 Pro 14 AMD (Chính hãng) (82L700L5VN),Lenovo,AMD Ryzen 5 5600U,AMD,6.0,12.0,AMD Radeon Graphics,0.0,1.0,0.0,1.38,56.5,14.0,2880.0,1800.0,IPS,,0,0,0,0,100.0,90.0,2.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,21990000.0
HP Envy 13 (Chính hãng) (2K0B1PA),HP,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Plus Xe,1.0,0.0,0.0,1.3,51.0,13.0,1920.0,1080.0,IPS,Glossy,0,0,0,0,90.0,60.0,1.0,2.0,1,8.0,DDR4,3200.0,0.0,256.0,21990000.0
New Inspiron 16 Plus Laptop (7610),Dell,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD Graphics,1.0,0.0,0.0,2.15,56.0,16.0,3072.0,1920.0,IPS,,0,0,0,0,100.0,60.0,1.0,2.0,1,16.0,DDR4,3200.0,0.0,1024.0,21990000.0
Huawei MateBook 14 AMD,Huawei,AMD Ryzen™ 5 5500U,AMD,6.0,12.0,AMD Radeon™ Graphics,0.0,1.0,0.0,1.49,56.0,14.0,2160.0,1440.0,IPS,,0,0,0,1,,,1.0,2.0,0,16.0,,3800.0,0.0,512.0,21990000.0
Lenovo ThinkPad T14 Gen 2 (AMD),Lenovo,AMD Ryzen 5 5650U,AMD,6.0,12.0,AMD Radeon Graphics,0.0,1.0,0.0,1.47,50.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,,60.0,2.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,21990000.0
Dell Inspiron 16 5620,Dell,Intel Core i5-1240P,Intel,12.0,16.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,1.87,54.0,16.0,1920.0,1200.0,IPS,,0,0,0,0,,,1.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,21990000.0
Lenovo ThinkPad X1 Extreme Gen 1,Lenovo,Intel Core i7 8750H,Intel,6.0,12.0,"Intel UHD 630, Nvidia Geforce GTX1050Ti",1.0,0.0,0.0,1.7,80.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,89.0,60.0,2.0,2.0,1,16.0,DDR4,2666.0,0.0,512.0,21990000.0
HP Victus 16,HP,Intel Core i5 11400H,Intel,6.0,12.0,"Intel UHD Graphics, Nvidia RTX 3050",1.0,0.0,0.0,,70.0,16.0,1920.0,1080.0,IPS,,0,0,0,0,,60.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,256.0,21990000.0
Lenovo ThinkPad E14 Gen 3 AMD,Lenovo,AMD Ryzen 5 5600U,AMD,6.0,12.0,AMD Radeon Graphics,0.0,1.0,0.0,1.64,45.0,14.0,1920.0,1080.0,IPS,,0,0,0,0,65.0,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,256.0,21990000.0
Dell Inspiron 14 5420 (Chính hãng),Dell,Intel Core i5-1235U Processor,Intel,,,Intel UHD Graphics,1.0,0.0,0.0,1.55,54.0,14.0,1920.0,1200.0,WVA,,0,0,0,1,,,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,21990000.0
GIGABYTE G5 Gaming Laptop (51S1223SH),GIGABYTE,Intel Core i5 11100H,Intel,6.0,12.0,Intel UHD Tiger Lake,1.0,0.0,0.0,2.2,49.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,144.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,512.0,21990000.0
Dell Inspiron 14 7400,Dell,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.35,52.0,14.5,2560.0,1600.0,WVA,Matte,1,0,0,0,,60.0,1.0,2.0,1,8.0,,4266.0,0.0,512.0,21990000.0
Acer Predator Triton 300 SE,Acer,Intel® Core™ i7-11375H,Intel,4.0,8.0,NVIDIA® GeForce® RTX 3050Ti GDDR6,0.0,0.0,1.0,1.7,60.0,14.0,1920.0,1080.0,IPS,,0,0,0,0,100.0,144.0,1.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,21990000.0
Lenovo ThinkPad E15 Gen 3,Lenovo,AMD Ryzen 5 5600U,AMD,6.0,12.0,AMD Radeon Graphics,0.0,1.0,0.0,1.7,45.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,65.0,60.0,1.0,2.0,0,8.0,,,0.0,256.0,21990000.0
Dell Vostro 15 5502 (Chính hãng) (NT0X01),Dell,Intel Core i5 1135G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.7,40.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,64.0,60.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,22290000.0
HP Envy 13 X360 Intel (Chính hãng) (4Y0Y4PA),HP,Intel Core i5-1135G7,Intel,4.0,8.0,Iris Xe,0.0,0.0,0.0,1.32,51.0,13.3,1920.0,1080.0,IPS,,1,0,0,0,100.0,60.0,1.0,2.0,1,8.0,DDR4,3200.0,0.0,512.0,22390000.0
